MotoristaID,Nome,NumeroCarteira,DataContratacao,CategoriaCarteira,Status
1007,Olívia Nogueira,8312314363,2022-01-23,E,Ativo
1008,Kevin Sampaio,4820781201,2022-09-05,C,Suspenso
1009,Augusto Moura,7492117353,2022-11-21,C,Ativo
1010,Emilly Moreira,8794967286,2022-12-07,D,Suspenso
1011,Ana Cecília Costa,8465568013,2023-05-23,D,Inativo
1012,José Nunes,6754920328,2024-03-27,C,Ativo
1013,Lucas Carvalho,0928927291,2023-10-24,D,Ativo
1014,Calebe Sales,8819238140,2023-06-30,C,Inativo
1015,Luiz Otávio da Rosa,3109760818,2023-11-21,A,Ativo
1016,Lara da Luz,0076276531,2022-06-08,C,Ativo
1017,Dr. João Monteiro,2198115161,2021-12-28,E,Ativo
1018,Lucas Gabriel Lima,2817866200,2024-01-23,C,Ativo
1019,Srta. Juliana Gonçalves,0956383430,2024-01-15,D,Suspenso
1020,Maysa Fonseca,1728668763,2023-11-21,D,Ativo
1021,Caroline Araújo,6330883462,2024-03-17,B,Suspenso
1022,Heloisa Teixeira,6840757522,2023-04-20,A,Inativo
1023,Ana Julia Souza,9145441089,2023-12-14,E,Inativo
1024,Isabella Rezende,2199515738,2024-03-08,D,Inativo
1025,Nicole Fonseca,0222630919,2022-12-16,C,Inativo
1026,Davi Fogaça,9460696511,2024-04-04,D,Suspenso
1027,Ana Lívia Barros,6214075220,2024-04-15,A,Inativo
1028,Léo Vargas,8983844514,2021-09-04,A,Ativo
1029,Beatriz Nascimento,5295614112,2024-03-22,A,Inativo
1030,Apollo da Conceição,2284608542,2023-07-11,E,Suspenso
1031,Lucas Peixoto,1322198652,2022-05-09,C,Inativo
1032,Bernardo Sousa,7113003141,2022-04-08,B,Ativo
1033,Bruna Rocha,0627722655,2023-08-23,A,Ativo
1034,Samuel Cunha,8834789532,2022-04-12,C,Inativo
1035,Srta. Lavínia Novaes,8816481466,2023-07-16,C,Ativo
1036,Léo Souza,1868275859,2021-09-24,C,Suspenso
1037,Alexandre da Costa,2344656066,2023-02-07,C,Ativo
1038,Asafe Gomes,3122346931,2022-05-12,C,Ativo
1039,Sr. Heitor Sampaio,2293850954,2022-08-25,D,Suspenso
1040,Ana Luiza Costela,3008668060,2022-08-04,E,Ativo
1041,Anthony Gabriel Oliveira,1028992985,2024-02-15,E,Ativo
1042,Maria Liz Guerra,8433098408,2024-02-02,A,Suspenso
1043,Bruno Vargas,1699420379,2024-02-18,D,Inativo
1044,Marina Nascimento,3508465637,2023-11-21,B,Inativo
1045,Enzo Gabriel Cavalcanti,6440253216,2023-10-14,A,Ativo
1046,Lorenzo Cardoso,7463813991,2024-02-02,A,Suspenso
1047,Sr. Gustavo Azevedo,0513707032,2021-12-27,A,Ativo
1048,Clara da Rosa,2013731102,2022-01-19,D,Suspenso
1049,Sofia da Rocha,8498603775,2022-04-06,D,Inativo
1050,Dra. Clarice Rodrigues,1294498571,2023-08-02,B,Suspenso
1051,Antonella Rodrigues,6369927461,2021-12-09,E,Suspenso
1052,Renan Fonseca,4239573486,2021-08-18,D,Ativo
1053,Sara Ramos,8236729800,2022-08-01,C,Inativo
1054,Juan da Mota,0186980182,2022-07-04,A,Suspenso
1055,Sr. Benjamin Montenegro,8881497750,2021-08-28,E,Ativo
1056,Eduardo Fernandes,3204987907,2023-01-23,D,Ativo
1057,Dr. Vitor Gabriel Caldeira,8790776228,2022-07-02,C,Ativo
1058,Eduardo Nunes,5129896170,2022-02-10,E,Suspenso
1059,Sr. Emanuel Câmara,3804356502,2022-11-15,D,Ativo
1060,Stella Ramos,0719416582,2023-09-24,A,Inativo
1061,Dra. Emanuella Camargo,3795989224,2021-12-21,E,Ativo
1062,Bento Borges,3625982851,2022-10-13,E,Inativo
1063,Sr. Bryan Abreu,7205511312,2022-12-13,D,Inativo
1064,Leonardo Fogaça,7758293879,2022-08-16,D,Suspenso
1065,Theodoro Pastor,4511748861,2021-06-10,A,Suspenso
1066,Rodrigo Alves,2308603412,2022-03-29,D,Suspenso
1067,Sra. Maria das Neves,9886508245,2022-12-07,E,Inativo
1068,Maria Cecília Borges,7355669089,2023-09-03,A,Inativo
1069,Emanuel Pastor,0115734388,2022-02-23,E,Suspenso
1070,Manuella da Costa,3745122966,2023-08-08,E,Inativo
1071,Evelyn da Conceição,1986915355,2023-05-03,E,Suspenso
1072,Maria Luísa Cunha,6569971943,2024-04-28,B,Inativo
1073,Juan Fogaça,4133963541,2023-07-17,B,Ativo
1074,Heitor Novais,2640578265,2023-10-31,E,Suspenso
1075,Miguel da Luz,1568699936,2024-03-07,A,Ativo
1076,Maitê Barbosa,1693934136,2024-01-20,C,Inativo
1077,Hadassa Jesus,8882702635,2021-07-24,E,Inativo
1078,Heitor Novais,1371780778,2021-08-08,B,Inativo
1079,Luiz Miguel Cavalcante,0030564586,2022-01-22,D,Suspenso
1080,Ana Carolina Leão,8599893260,2022-11-08,A,Suspenso
1081,Ágatha Siqueira,7360732899,2021-08-31,A,Inativo
1082,Breno Casa Grande,7097386080,2023-09-18,A,Suspenso
1083,Léo Cavalcanti,2040609230,2023-08-08,A,Inativo
1084,Lara Silva,6403468442,2022-08-22,C,Ativo
1085,Sra. Anna Liz Lima,5724740357,2022-06-18,E,Suspenso
1086,Melissa Porto,8548943584,2023-06-18,C,Ativo
1087,Ester da Rocha,9329234247,2023-06-24,D,Inativo
1088,Anthony Aragão,1469816702,2024-05-26,A,Ativo
1089,João Lucas Viana,2482475320,2023-01-16,B,Ativo
1090,Antônio Rocha,3139718678,2022-08-22,E,Suspenso
1091,Hadassa Mendes,2015649376,2024-02-28,E,Suspenso
1092,Dr. Otto Mendonça,7422223441,2024-03-30,A,Ativo
1093,Nina Pastor,9788545496,2022-04-21,B,Ativo
1094,Dra. Maria Luísa Fogaça,6756499701,2023-11-28,C,Suspenso
1095,Sr. Augusto Leão,7426707837,2023-05-06,B,Suspenso
1096,Pedro Henrique Ferreira,2643098728,2022-08-11,C,Suspenso
1097,Anna Liz Rocha,5602630055,2021-12-05,C,Ativo
1098,Evelyn Moraes,9043046995,2022-03-07,E,Suspenso
1099,Liam Fernandes,8569196256,2023-01-14,E,Inativo
1100,Thomas Aparecida,0734552327,2022-09-15,D,Suspenso
1101,Thales Montenegro,2564519189,2024-01-23,D,Suspenso
1102,Sophie Nascimento,9990364519,2023-11-07,B,Suspenso
1103,Sr. Danilo Vargas,0865662209,2023-09-04,E,Ativo
1104,Liz Macedo,4277234615,2024-02-20,A,Suspenso
1105,Vitória Sampaio,9738351555,2022-03-11,B,Inativo
1106,Dr. José Machado,4021603984,2021-11-18,B,Inativo
1107,Leandro da Cruz,9734803319,2022-10-04,A,Ativo
1108,Matteo Moreira,4209231732,2021-06-07,B,Suspenso
1109,Ryan Cunha,6118193102,2023-10-15,D,Inativo
1110,Kaique Novaes,3696908799,2023-11-11,D,Suspenso
1111,Alice da Cruz,5348355670,2022-04-27,E,Inativo
1112,Gabrielly Pimenta,5794295228,2021-07-20,C,Ativo
1113,Breno Duarte,9851930247,2021-09-07,C,Ativo
1114,Eloá Oliveira,2938087932,2023-02-23,B,Suspenso
1115,Gabriela Guerra,1073537650,2022-12-25,E,Suspenso
1116,Matteo Azevedo,3205457365,2021-08-09,E,Suspenso
1117,Olivia da Cunha,6669943501,2024-03-15,E,Ativo
1118,Ravi Lucca Mendes,1865609481,2021-12-07,A,Inativo
1119,Maria Fernanda Nascimento,1561499911,2021-09-26,A,Suspenso
1120,Antonella Moura,8204871129,2022-09-30,D,Ativo
1121,Gustavo Henrique Nogueira,9993288084,2021-12-16,D,Ativo
1122,Luiza Fogaça,0674457987,2022-07-04,D,Ativo
1123,Lunna Brito,6133671621,2022-12-12,A,Suspenso
1124,Ísis da Paz,5440893500,2023-12-28,C,Ativo
1125,Kaique Borges,8940538467,2022-10-21,A,Suspenso
1126,Julia Vasconcelos,2960851456,2023-12-25,E,Suspenso
1127,Otto Montenegro,0237822921,2023-03-13,E,Inativo
1128,Kevin Montenegro,0427605716,2023-07-27,E,Inativo
1129,Olivia Lopes,4763398082,2022-03-22,E,Suspenso
1130,João Lucas Carvalho,3566154325,2021-11-04,A,Inativo
1131,Ayla Ferreira,1482431300,2022-07-12,E,Ativo
1132,Luiz Fernando Vieira,5059517876,2023-07-05,B,Suspenso
1133,Luan Lopes,5277447488,2022-03-13,A,Suspenso
1134,Fernando Pacheco,9099608978,2021-07-30,B,Suspenso
1135,Pedro Miguel da Conceição,1886837544,2024-04-09,B,Ativo
1136,Lívia Vargas,9606883235,2023-02-11,A,Suspenso
1137,Juliana Rodrigues,0974989021,2024-03-13,B,Inativo
1138,Luna Garcia,4808145125,2021-09-10,E,Ativo
1139,Otto Viana,6998513784,2023-05-11,C,Inativo
1140,Bernardo Rocha,0636988733,2023-10-07,B,Suspenso
1141,André Monteiro,8421185869,2021-08-31,A,Suspenso
1142,Arthur Miguel Moreira,5064076405,2021-08-06,A,Suspenso
1143,Davi Miguel Moraes,1235147567,2023-05-16,E,Inativo
1144,Dr. Benjamin Albuquerque,7929809667,2022-06-29,E,Inativo
1145,Anna Liz Fonseca,2351251823,2024-01-01,C,Ativo
1146,Oliver Cavalcante,4782768394,2023-06-10,E,Ativo
1147,Olivia Pastor,0255578224,2023-11-23,E,Suspenso
1148,Ravi Lucca Duarte,4133827311,2022-11-15,C,Inativo
1149,Rafaela Ribeiro,3625209784,2022-06-21,C,Suspenso
1150,Sra. Manuella da Cruz,3164368033,2023-02-26,A,Inativo
1151,Aurora Lima,6019932928,2023-04-18,A,Suspenso
1152,Sophia Lima,6973587937,2024-05-12,C,Suspenso
1153,Sr. Bruno Macedo,4788574733,2022-02-14,E,Inativo
1154,Maria Júlia Carvalho,5397135945,2021-11-08,B,Ativo
1155,Luiz Gustavo Martins,8971307891,2024-01-10,E,Ativo
1156,Bryan Lopes,2780733027,2023-05-07,B,Inativo
1157,Caroline da Rocha,6688970211,2022-08-13,B,Inativo
1158,Maria Fernanda Vasconcelos,1954265066,2022-01-06,A,Suspenso
1159,Ana Cecília Sales,9584952159,2022-02-10,C,Suspenso
1160,Sra. Fernanda Camargo,0121115997,2024-01-01,B,Ativo
1161,Maria Liz Rezende,7604207352,2023-08-01,D,Inativo
1162,Dr. Vinícius da Cunha,4343682729,2021-11-23,D,Ativo
1163,Carolina Almeida,2745706415,2024-03-08,A,Ativo
1164,Bryan da Cunha,9975788844,2023-03-07,D,Ativo
1165,Emanuelly Campos,9994825459,2024-01-24,B,Inativo
1166,Catarina Rezende,5006428284,2021-12-24,B,Ativo
1167,Catarina Silveira,7955860450,2023-06-26,B,Inativo
1168,Stella Rocha,0876957880,2023-02-03,E,Ativo
1169,Dr. Cauã Caldeira,1479426782,2022-11-09,C,Inativo
1170,Olívia Cirino,8763780035,2023-12-22,B,Ativo
1171,Sra. Lavínia Ribeiro,3493174630,2023-09-01,C,Inativo
1172,Cauã Caldeira,3813472673,2021-09-20,B,Ativo
1173,Maria Helena Gomes,3778204576,2021-09-11,C,Inativo
1174,Kaique Santos,3939657843,2023-01-10,B,Inativo
1175,Isadora Duarte,3656351068,2022-03-25,D,Inativo
1176,Maria Laura Mendes,3960546248,2023-10-12,C,Ativo
1177,Isabella Vasconcelos,1002778216,2021-09-29,C,Inativo
1178,Pedro Henrique Azevedo,1878627134,2022-02-19,A,Ativo
1179,Gabrielly Rocha,6157938119,2023-01-09,D,Ativo
1180,Srta. Valentina Jesus,0503798886,2023-02-07,E,Inativo
1181,Kaique Albuquerque,7052572318,2023-10-23,D,Suspenso
1182,Dr. Fernando da Mata,2304339256,2024-02-19,B,Inativo
1183,Brayan Campos,6651693447,2021-06-14,E,Ativo
1184,Levi Pires,8340992734,2023-01-21,E,Suspenso
1185,Luiz Miguel Araújo,4475173744,2021-09-13,E,Ativo
1186,Emanuella Casa Grande,8293868184,2022-05-31,E,Ativo
1187,Sr. Arthur Gabriel Silveira,2979136934,2021-07-08,C,Ativo
1188,Vinicius Moura,6508015178,2022-02-26,E,Inativo
1189,Otto Casa Grande,9799294352,2022-09-07,C,Suspenso
1190,Lorena Rocha,7823285748,2022-05-13,A,Inativo
1191,Ana Luiza Cirino,0200839521,2022-09-20,B,Suspenso
1192,Bruno da Cunha,8134698651,2021-09-28,B,Inativo
1193,Nina Cavalcanti,2623810848,2023-07-29,D,Ativo
1194,Cauê Melo,5877529332,2022-09-15,E,Suspenso
1195,Sr. Lucas Gabriel Novais,2071938864,2021-08-11,B,Suspenso
1196,Stephany Machado,3715370180,2024-03-16,E,Inativo
1197,Daniela Macedo,1682086117,2021-09-09,D,Ativo
1198,Aurora Caldeira,2067975170,2024-03-20,A,Ativo
1199,Vitor Hugo da Cunha,9385041172,2021-07-10,A,Ativo
1200,Joana Nascimento,5334665691,2021-07-01,B,Suspenso
1201,Joana da Luz,7397511902,2021-07-09,A,Ativo
1202,Liam da Mata,1983785426,2022-06-28,C,Ativo
1203,Ayla das Neves,0445518361,2023-07-24,B,Suspenso
1204,Davi Lucca Rios,7311022858,2023-04-19,D,Suspenso
1205,Lucas Rocha,5707042829,2024-01-23,A,Ativo
1206,Enzo Costa,7003330977,2021-09-06,E,Ativo
1207,Dr. Nathan Costa,2706476938,2021-10-22,C,Suspenso
1208,Ana Sophia Cunha,9036063535,2023-09-26,B,Inativo
1209,Isaac Aragão,3071925774,2023-02-22,C,Suspenso
1210,Alexandre Ferreira,1415049800,2022-04-02,C,Suspenso
1211,Gael Henrique da Rosa,0470575889,2022-05-08,C,Suspenso
1212,Luiz Henrique da Rocha,7045751508,2024-03-06,B,Suspenso
1213,Dra. Allana Fernandes,0952487217,2022-08-17,B,Inativo
1214,Luiz Henrique Farias,9330776246,2022-03-01,B,Ativo
1215,Daniel Cavalcante,6503622991,2022-09-11,A,Inativo
1216,Maria Eduarda Viana,3617329853,2021-06-13,B,Inativo
1217,Srta. Mariah Fernandes,0483832174,2023-09-27,C,Suspenso
1218,Asafe Brito,3755248109,2021-07-03,B,Ativo
1219,Sra. Stella Fogaça,1440456276,2021-12-30,A,Inativo
1220,Sabrina Silva,2937142025,2022-12-14,E,Inativo
1221,Sofia Pinto,5676912383,2023-09-01,C,Ativo
1222,Isis Nogueira,4180118514,2022-05-25,C,Ativo
1223,Sra. Mirella Gonçalves,7739616832,2023-07-14,D,Ativo
1224,Enzo da Costa,6409133849,2021-10-05,C,Inativo
1225,Kamilly Casa Grande,7080510976,2022-05-29,C,Ativo
1226,Murilo Barbosa,1609254882,2022-09-21,A,Ativo
1227,Evelyn Jesus,9240929907,2023-11-22,B,Ativo
1228,Theodoro Martins,5244026398,2023-02-21,B,Suspenso
1229,José Miguel Sousa,5716816250,2021-08-21,A,Ativo
1230,Dr. Theodoro Caldeira,7735619917,2023-11-15,E,Inativo
1231,Liam Carvalho,7174639274,2022-07-12,A,Ativo
1232,Sr. Mathias Viana,1991326534,2021-08-23,C,Inativo
1233,Srta. Beatriz da Paz,8955942982,2021-07-09,D,Suspenso
1234,Heitor Fonseca,2725511845,2023-09-18,A,Ativo
1235,Caio Guerra,1282141648,2024-02-07,E,Suspenso
1236,Sr. Vinicius Porto,5898954031,2022-04-11,B,Ativo
1237,Manuella da Mota,7667490213,2022-01-21,E,Inativo
1238,Enzo Moraes,6253656354,2023-12-21,D,Ativo
1239,Ester Novais,2825702314,2023-12-27,D,Suspenso
1240,Daniel Mendonça,3398324789,2022-10-18,D,Ativo
1241,Mariah da Paz,6397075928,2023-01-26,E,Ativo
1242,Pedro Henrique Nascimento,0517476114,2022-10-01,A,Suspenso
1243,Maysa Rocha,9560399104,2021-09-02,A,Suspenso
1244,Srta. Evelyn Sousa,7207314759,2023-11-02,B,Ativo
1245,Clarice Melo,6874910154,2021-10-05,C,Ativo
1246,Dr. Kaique Albuquerque,2122794646,2022-07-18,B,Ativo
1247,Otávio Montenegro,7325322487,2023-05-14,B,Suspenso
1248,Dr. Marcos Vinicius Novais,2845008463,2022-12-06,D,Ativo
1249,Srta. Sophia Fonseca,1898799722,2022-02-20,A,Inativo
1250,Anthony Fonseca,0086864948,2022-05-19,B,Inativo
1251,Yasmin Cunha,3253557521,2022-03-10,E,Inativo
1252,Dra. Raquel Gomes,8550473283,2021-09-24,E,Suspenso
1253,Milena Cirino,5307235709,2022-03-10,C,Ativo
1254,Pedro Costela,4020193529,2022-03-06,B,Inativo
1255,Rebeca Pinto,5921279942,2022-04-03,A,Suspenso
1256,Otto Oliveira,9912218370,2023-06-08,D,Ativo
1257,Gabriel Sousa,4878821000,2024-03-01,B,Suspenso
1258,Luiz Fernando Siqueira,8292031707,2021-09-23,D,Suspenso
1259,Ágatha das Neves,8729778678,2021-07-16,B,Inativo
1260,Maria Fernanda Ramos,2112208878,2022-07-19,C,Ativo
1261,Ágatha Cavalcante,7258634397,2022-04-17,A,Ativo
1262,Sabrina Correia,3064069780,2023-03-15,E,Inativo
1263,Letícia Freitas,5125594194,2024-05-18,C,Ativo
1264,João Guilherme Araújo,1061774823,2023-07-04,A,Ativo
1265,Davi Luiz Pires,0139910005,2021-12-24,E,Inativo
1266,Olivia Porto,1630418839,2021-08-29,A,Suspenso
1267,Larissa Almeida,8484567343,2022-06-11,E,Inativo
1268,Antony Vargas,2271557256,2023-03-22,B,Suspenso
1269,Ayla Vieira,6607170206,2021-06-17,E,Suspenso
1270,Emilly Jesus,3039938821,2022-04-27,C,Ativo
1271,Marina Rezende,8395767751,2022-12-12,A,Suspenso
1272,Isabella das Neves,8173571572,2024-03-07,B,Suspenso
1273,Aylla Vasconcelos,8169915954,2023-04-14,E,Inativo
1274,Heitor Castro,8704846132,2022-01-11,D,Ativo
1275,Valentina da Conceição,3220478803,2023-03-18,E,Inativo
1276,Gael Vieira,2623154449,2023-05-20,D,Suspenso
1277,Srta. Isis Rodrigues,4431564852,2022-03-05,B,Suspenso
1278,Brayan Santos,2605687706,2022-05-13,E,Ativo
1279,Oliver Ferreira,6153717097,2021-08-18,D,Suspenso
1280,Bruna Rodrigues,5419915354,2022-11-27,E,Suspenso
1281,Lucas Andrade,0556387324,2024-05-24,A,Suspenso
1282,Carolina da Luz,1982495018,2024-04-03,C,Suspenso
1283,Pedro Henrique da Mata,2299117244,2024-01-18,A,Inativo
1284,Alícia Pimenta,2822266523,2023-06-03,D,Inativo
1285,Maria Cecília Martins,1869166034,2021-06-21,D,Inativo
1286,Manuella Andrade,6579639385,2021-07-25,A,Suspenso
1287,Alana Moraes,5265321118,2023-07-06,D,Ativo
1288,Sophie da Mata,5265303817,2023-05-26,E,Ativo
1289,Maria Cecília da Conceição,2269451644,2022-06-07,C,Inativo
1290,Brayan Alves,8801426629,2024-05-24,C,Ativo
1291,Thiago Aragão,3536389466,2024-02-08,C,Suspenso
1292,Maya Ribeiro,6911070236,2022-01-07,C,Ativo
1293,Sr. Antony Novaes,0355125554,2022-07-03,B,Ativo
1294,Ágatha Ramos,2689723141,2023-02-10,C,Inativo
1295,Maria Fernanda Garcia,5782280421,2023-08-21,D,Ativo
1296,Sra. Elisa Cavalcanti,5535892327,2022-09-28,C,Inativo
1297,Davi Lucca Albuquerque,6743076080,2021-11-11,C,Inativo
1298,Caroline Cunha,5065385782,2023-08-03,E,Suspenso
1299,Kevin Viana,7808924683,2021-09-08,A,Inativo
1300,Rodrigo Sales,9799914678,2022-10-21,A,Inativo
1301,Mariah Gonçalves,7885471295,2023-12-22,D,Ativo
1302,Manuella Sampaio,4187475808,2023-07-23,C,Inativo
1303,Dra. Olívia Monteiro,8832698899,2023-08-04,C,Ativo
1304,Lucas da Mata,9065655362,2023-07-16,A,Ativo
1305,Sra. Ana Clara Araújo,4194837738,2023-01-23,B,Suspenso
1306,Emanuelly da Conceição,9451446729,2022-01-05,D,Ativo
1307,Clara Moraes,0329931517,2024-06-05,B,Suspenso
1308,Théo Albuquerque,1431695950,2023-04-26,D,Inativo
1309,Thales Almeida,5284485577,2023-02-08,A,Ativo
1310,Luiz Henrique Pires,7316890144,2021-08-19,E,Ativo
1311,João Felipe Fonseca,0888483661,2023-06-08,D,Suspenso
1312,João Vitor da Mota,7731526195,2023-12-25,B,Inativo
1313,André Fogaça,5935915412,2021-10-07,A,Suspenso
1314,João Lucas Brito,1644897622,2023-08-26,E,Ativo
1315,Ana Vitória da Rocha,9783173155,2023-06-16,B,Suspenso
1316,Dra. Ayla Carvalho,9533766176,2022-11-09,D,Inativo
1317,Juliana Pires,9099183815,2022-12-25,A,Suspenso
1318,Heloísa Mendonça,6013611430,2022-12-12,C,Ativo
1319,Larissa Sousa,0103249271,2022-10-09,C,Inativo
1320,Dra. Maya Abreu,7138830974,2023-11-07,E,Ativo
1321,Luigi Pimenta,0078472951,2023-10-08,A,Inativo
1322,Lucca das Neves,2999218230,2024-05-08,B,Ativo
1323,Gael Henrique Andrade,3976756010,2022-03-20,C,Ativo
1324,Felipe Pinto,1150587292,2021-11-16,B,Inativo
1325,Natália Araújo,5937736968,2023-09-06,B,Inativo
1326,Camila Barbosa,2524532302,2022-05-12,D,Inativo
1327,Clarice Moraes,2202929238,2023-10-27,E,Inativo
1328,Dra. Lívia Peixoto,7216039404,2023-02-19,B,Suspenso
1329,Dr. Eduardo da Cunha,7851025006,2023-06-21,A,Suspenso
1330,Luana Aragão,3627054154,2023-04-13,A,Suspenso
1331,Breno Mendes,0218288791,2022-08-05,B,Inativo
1332,Sr. Apollo Rocha,0649322492,2023-02-20,C,Suspenso
1333,Sra. Ana Beatriz Barros,7348385428,2022-07-18,C,Suspenso
1334,Catarina Carvalho,2586897378,2021-11-22,C,Inativo
1335,Nicole Macedo,9712013168,2023-12-28,E,Ativo
1336,Maria Sophia Vieira,2668057558,2022-01-06,D,Suspenso
1337,Matheus Pereira,3532930793,2024-04-02,C,Ativo
1338,Matteo Lima,4029710700,2023-01-28,D,Ativo
1339,Dra. Maria Nogueira,2905907166,2022-12-15,C,Ativo
1340,Eduardo da Conceição,5972881869,2022-10-30,C,Suspenso
1341,Júlia Caldeira,2734170009,2022-03-02,B,Ativo
1342,Daniela Camargo,4590929127,2024-03-27,E,Ativo
1343,Benjamim Moreira,5891897514,2022-01-31,E,Ativo
1344,Henry Rezende,2639645165,2022-11-08,D,Ativo
1345,João Guilherme Cavalcanti,5384038884,2022-01-21,E,Suspenso
1346,Ágatha da Conceição,7883708360,2023-12-15,E,Inativo
1347,Kamilly Nunes,1991177132,2023-12-21,B,Inativo
1348,Lucas Gabriel Camargo,4127839779,2023-01-04,B,Suspenso
1349,Vitória Garcia,3116491912,2023-02-07,D,Suspenso
1350,Cecília Gomes,9952986596,2024-01-27,E,Suspenso
1351,Sra. Ana Luiza Câmara,8804249073,2023-05-10,E,Inativo
1352,Sr. Ravi Lucca Brito,3580014973,2022-10-05,B,Suspenso
1353,Alícia Sá,9973172745,2024-03-14,A,Suspenso
1354,Lara da Luz,4439970536,2021-09-04,C,Suspenso
1355,Elisa Mendonça,3805679552,2022-06-20,D,Suspenso
1356,Rael Castro,2915307278,2022-06-12,D,Suspenso
1357,Olivia Jesus,1491412211,2022-07-28,A,Inativo
1358,Ester Leão,9734868297,2023-12-26,C,Ativo
1359,Sra. Gabriela Costela,6895074374,2021-10-05,A,Suspenso
1360,João Pedro Barbosa,1007652251,2023-01-07,B,Ativo
1361,Maria Liz Sá,8918373752,2023-09-20,C,Inativo
1362,Emilly Oliveira,0904673460,2023-06-03,C,Suspenso
1363,Lucas Gabriel Ramos,7409327278,2022-09-01,C,Suspenso
1364,Ester Dias,7484051056,2023-11-09,E,Ativo
1365,Isabela Almeida,8185467758,2023-09-29,D,Inativo
1366,Gael Henrique Costela,0302206648,2021-07-23,C,Suspenso
1367,Sr. Gustavo Henrique Correia,3935391403,2023-06-03,B,Ativo
1368,Agatha Viana,1412170153,2022-03-17,E,Ativo
1369,Ian Duarte,3802080932,2024-03-05,C,Ativo
1370,Emanuel Caldeira,7416668520,2021-12-23,D,Inativo
1371,Guilherme Barros,9568109768,2023-01-01,A,Inativo
1372,Amanda Nascimento,9939248811,2023-03-12,C,Suspenso
1373,João Miguel Lima,3262600301,2022-09-18,A,Ativo
1374,Vitor Gabriel Souza,6233162223,2023-06-29,B,Ativo
1375,Théo Vieira,3220117346,2024-03-31,B,Suspenso
1376,Asafe Correia,4643365991,2022-09-14,D,Inativo
1377,Ana Cecília da Cruz,2567177463,2022-11-30,D,Suspenso
1378,Dra. Maria Luísa Macedo,2671922418,2023-08-02,B,Inativo
1379,Maria Cecília Sá,2619149882,2024-03-30,B,Ativo
1380,Sabrina Almeida,4370700455,2023-05-05,C,Inativo
1381,Arthur Albuquerque,1829765831,2022-02-02,C,Suspenso
1382,Sr. Davi Miguel das Neves,0675278894,2023-10-20,D,Suspenso
1383,Dra. Rafaela Lima,4156038547,2023-10-26,B,Ativo
1384,Elisa da Paz,6420152140,2022-07-20,E,Inativo
1385,Gabrielly Camargo,4313311024,2024-04-28,C,Suspenso
1386,Julia Alves,8657501807,2022-08-31,C,Ativo
1387,Emanuella Correia,3882687034,2021-11-08,A,Suspenso
1388,Noah Porto,1307411843,2023-11-17,C,Suspenso
1389,Beatriz Cardoso,9283105282,2021-08-05,E,Suspenso
1390,José Jesus,3388168277,2022-11-09,E,Inativo
1391,Gabriel Pinto,5149376283,2024-01-01,D,Inativo
1392,Alícia da Paz,1396992427,2022-04-06,C,Inativo
1393,Kevin Correia,3577902998,2023-04-16,C,Inativo
1394,Maria Cecília Abreu,1969299642,2023-09-17,B,Suspenso
1395,Cauê da Luz,0256710381,2021-08-09,E,Suspenso
1396,Dr. Matteo Correia,9643667590,2022-02-15,A,Inativo
1397,Benicio Pastor,6346515251,2022-05-21,A,Inativo
1398,Lívia Viana,3087124898,2023-08-17,A,Inativo
1399,Dra. Cecilia Barros,6848018370,2022-01-10,E,Suspenso
1400,Stella Moraes,6303758062,2022-03-06,A,Inativo
1401,Augusto Souza,6657592484,2022-06-27,C,Inativo
1402,Mariane Freitas,1439942810,2024-05-20,B,Ativo
1403,Alícia Barbosa,7006298261,2021-07-16,B,Inativo
1404,Cecília Cardoso,4478951936,2022-10-08,C,Ativo
1405,Dom Ferreira,6112242283,2021-12-24,A,Inativo
1406,Isaque Leão,6957554486,2021-08-09,C,Ativo
1407,Davi Lucca da Rosa,9305937217,2024-06-01,A,Ativo
1408,Ana Vitória Aparecida,3921889474,2022-07-14,C,Inativo
1409,Srta. Clara Barbosa,3991908992,2022-10-27,C,Inativo
1410,Renan Pires,2467912738,2023-05-17,B,Inativo
1411,Ana Cecília Pires,8279938966,2022-02-02,E,Inativo
1412,Sr. Henry Fonseca,7884595267,2023-08-12,E,Inativo
1413,Srta. Isabelly Gomes,7542629656,2022-02-15,D,Suspenso
1414,Giovanna Souza,3149984252,2023-07-03,B,Inativo
1415,Sra. Emanuelly Barbosa,1636864145,2023-06-27,A,Suspenso
1416,Emanuella da Luz,1947006966,2024-01-11,A,Inativo
1417,Alana da Rocha,2798321501,2023-07-12,E,Ativo
1418,Marcela Almeida,0546575758,2022-01-31,B,Suspenso
1419,Luiz Fernando Azevedo,8854675975,2021-10-10,E,Ativo
1420,Leonardo Barros,1495479464,2024-02-15,B,Suspenso
1421,Brayan Cavalcanti,8231076542,2022-07-10,C,Inativo
1422,Ana Carolina Pastor,1007863442,2022-12-04,A,Suspenso
1423,Sra. Júlia Camargo,7991502685,2022-10-16,C,Suspenso
1424,Ana Lívia Alves,2635433809,2022-12-17,C,Ativo
1425,Maria Fernanda Pereira,1749654506,2024-01-28,D,Ativo
1426,Lorenzo Carvalho,6719622474,2023-03-27,E,Inativo
1427,Thales Teixeira,0670443813,2023-04-11,B,Suspenso
1428,Leonardo Gonçalves,5266632852,2022-06-18,D,Inativo
1429,Dra. Rebeca Machado,3262010158,2024-02-19,E,Suspenso
